,SiteName,LocationName,GenericLocation,Session,OrdSession,RevenueType,Wine,Date,Day,OrdDay,Revenue
187055,South Place Hotel,Chop House,Restaurant,Dinner,3,Food,Non-Wine,2020-10-12,Monday,1_Monday,213.75
187056,South Place Hotel,Chop House,Restaurant,Dinner,3,Food,Non-Wine,2020-10-13,Tuesday,2_Tuesday,342.9
187057,South Place Hotel,Chop House,Restaurant,Dinner,3,Food,Non-Wine,2020-10-14,Wednesday,3_Wednesday,181.25
187058,South Place Hotel,Chop House,Restaurant,Dinner,3,Food,Non-Wine,2020-10-15,Thursday,4_Thursday,500.83
187059,South Place Hotel,Chop House,Restaurant,Dinner,3,Food,Non-Wine,2020-10-16,Friday,5_Friday,189.17
187060,South Place Hotel,Chop House,Restaurant,Dinner,3,Food,Non-Wine,2020-10-17,Saturday,6_Saturday,650.93
187061,South Place Hotel,Chop House,Restaurant,Dinner,3,Food,Non-Wine,2020-10-18,Sunday,7_Sunday,58.33
187062,South Place Hotel,Chop House,Restaurant,Dinner,3,Food,Non-Wine,2020-10-19,Monday,1_Monday,210.93
187063,South Place Hotel,Chop House,Restaurant,Dinner,3,Food,Non-Wine,2020-10-20,Tuesday,2_Tuesday,175.0
187064,South Place Hotel,Chop House,Restaurant,Dinner,3,Food,Non-Wine,2020-10-21,Wednesday,3_Wednesday,110.0
187065,South Place Hotel,Chop House,Restaurant,Dinner,3,Food,Non-Wine,2020-10-22,Thursday,4_Thursday,189.98
187066,South Place Hotel,Chop House,Restaurant,Dinner,3,Food,Non-Wine,2020-10-23,Friday,5_Friday,582.29
187067,South Place Hotel,Chop House,Restaurant,Dinner,3,Food,Non-Wine,2020-10-24,Saturday,6_Saturday,630.5
187068,South Place Hotel,Chop House,Restaurant,Dinner,3,Food,Non-Wine,2020-10-25,Sunday,7_Sunday,357.07
187069,South Place Hotel,Chop House,Restaurant,Dinner,3,Food,Non-Wine,2020-10-26,Monday,1_Monday,249.67
187070,South Place Hotel,Chop House,Restaurant,Dinner,3,Food,Non-Wine,2020-10-27,Tuesday,2_Tuesday,45.42
187071,South Place Hotel,Chop House,Restaurant,Dinner,3,Food,Non-Wine,2020-10-28,Wednesday,3_Wednesday,417.5
187072,South Place Hotel,Chop House,Restaurant,Dinner,3,Food,Non-Wine,2020-10-29,Thursday,4_Thursday,602.92
187073,South Place Hotel,Chop House,Restaurant,Dinner,3,Food,Non-Wine,2020-10-30,Friday,5_Friday,566.89
187074,South Place Hotel,Chop House,Restaurant,Dinner,3,Food,Non-Wine,2020-10-31,Saturday,6_Saturday,371.67
187075,South Place Hotel,Chop House,Restaurant,Dinner,3,Food,Non-Wine,2020-11-01,Sunday,7_Sunday,227.75
187076,South Place Hotel,Chop House,Restaurant,Dinner,3,Food,Non-Wine,2020-11-02,Monday,1_Monday,428.18
187077,South Place Hotel,Chop House,Restaurant,Dinner,3,Food,Non-Wine,2020-11-03,Tuesday,2_Tuesday,781.67
187078,South Place Hotel,Chop House,Restaurant,Dinner,3,Food,Non-Wine,2020-11-04,Wednesday,3_Wednesday,790.44
187079,South Place Hotel,Chop House,Restaurant,Dinner,3,Food,Non-Wine,2020-11-09,Monday,1_Monday,-15.0
187080,South Place Hotel,Chop House,Restaurant,Dinner,3,Food,Non-Wine,2020-12-03,Thursday,4_Thursday,493.33
187081,South Place Hotel,Chop House,Restaurant,Dinner,3,Food,Non-Wine,2020-12-04,Friday,5_Friday,291.25
187082,South Place Hotel,Chop House,Restaurant,Dinner,3,Food,Non-Wine,2020-12-05,Saturday,6_Saturday,646.26
187083,South Place Hotel,Chop House,Restaurant,Dinner,3,Food,Non-Wine,2020-12-06,Sunday,7_Sunday,206.67
187084,South Place Hotel,Chop House,Restaurant,Dinner,3,Food,Non-Wine,2020-12-07,Monday,1_Monday,135.0
187297,South Place Hotel,Chop House,Restaurant,Lunch,2,Beverage,Non-Wine,2019-11-01,Friday,5_Friday,208.13
187298,South Place Hotel,Chop House,Restaurant,Lunch,2,Beverage,Non-Wine,2019-11-02,Saturday,6_Saturday,661.17
187299,South Place Hotel,Chop House,Restaurant,Lunch,2,Beverage,Non-Wine,2019-11-03,Sunday,7_Sunday,437.92
187300,South Place Hotel,Chop House,Restaurant,Lunch,2,Beverage,Non-Wine,2019-11-04,Monday,1_Monday,112.3
187301,South Place Hotel,Chop House,Restaurant,Lunch,2,Beverage,Non-Wine,2019-11-05,Tuesday,2_Tuesday,99.08
187302,South Place Hotel,Chop House,Restaurant,Lunch,2,Beverage,Non-Wine,2019-11-06,Wednesday,3_Wednesday,372.04
187303,South Place Hotel,Chop House,Restaurant,Lunch,2,Beverage,Non-Wine,2019-11-07,Thursday,4_Thursday,805.63
187304,South Place Hotel,Chop House,Restaurant,Lunch,2,Beverage,Non-Wine,2019-11-08,Friday,5_Friday,578.33
187305,South Place Hotel,Chop House,Restaurant,Lunch,2,Beverage,Non-Wine,2019-11-09,Saturday,6_Saturday,1176.23
187306,South Place Hotel,Chop House,Restaurant,Lunch,2,Beverage,Non-Wine,2019-11-10,Sunday,7_Sunday,627.94
187307,South Place Hotel,Chop House,Restaurant,Lunch,2,Beverage,Non-Wine,2019-11-11,Monday,1_Monday,91.67
187308,South Place Hotel,Chop House,Restaurant,Lunch,2,Beverage,Non-Wine,2019-11-12,Tuesday,2_Tuesday,362.92
187309,South Place Hotel,Chop House,Restaurant,Lunch,2,Beverage,Non-Wine,2019-11-13,Wednesday,3_Wednesday,470.42
187310,South Place Hotel,Chop House,Restaurant,Lunch,2,Beverage,Non-Wine,2019-11-14,Thursday,4_Thursday,389.17
187311,South Place Hotel,Chop House,Restaurant,Lunch,2,Beverage,Non-Wine,2019-11-15,Friday,5_Friday,359.38
187312,South Place Hotel,Chop House,Restaurant,Lunch,2,Beverage,Non-Wine,2019-11-16,Saturday,6_Saturday,856.89
187313,South Place Hotel,Chop House,Restaurant,Lunch,2,Beverage,Non-Wine,2019-11-17,Sunday,7_Sunday,769.78
187314,South Place Hotel,Chop House,Restaurant,Lunch,2,Beverage,Non-Wine,2019-11-18,Monday,1_Monday,304.33
187315,South Place Hotel,Chop House,Restaurant,Lunch,2,Beverage,Non-Wine,2019-11-19,Tuesday,2_Tuesday,310.83
187316,South Place Hotel,Chop House,Restaurant,Lunch,2,Beverage,Non-Wine,2019-11-20,Wednesday,3_Wednesday,302.0
187317,South Place Hotel,Chop House,Restaurant,Lunch,2,Beverage,Non-Wine,2019-11-21,Thursday,4_Thursday,898.5
187318,South Place Hotel,Chop House,Restaurant,Lunch,2,Beverage,Non-Wine,2019-11-22,Friday,5_Friday,656.04
187319,South Place Hotel,Chop House,Restaurant,Lunch,2,Beverage,Non-Wine,2019-11-23,Saturday,6_Saturday,542.24
187320,South Place Hotel,Chop House,Restaurant,Lunch,2,Beverage,Non-Wine,2019-11-24,Sunday,7_Sunday,818.03
187321,South Place Hotel,Chop House,Restaurant,Lunch,2,Beverage,Non-Wine,2019-11-25,Monday,1_Monday,290.21
187322,South Place Hotel,Chop House,Restaurant,Lunch,2,Beverage,Non-Wine,2019-11-27,Wednesday,3_Wednesday,1467.27
187323,South Place Hotel,Chop House,Restaurant,Lunch,2,Beverage,Non-Wine,2019-11-28,Thursday,4_Thursday,890.97
187324,South Place Hotel,Chop House,Restaurant,Lunch,2,Beverage,Non-Wine,2019-11-29,Friday,5_Friday,679.38
187325,South Place Hotel,Chop House,Restaurant,Lunch,2,Beverage,Non-Wine,2019-11-30,Saturday,6_Saturday,661.64
187326,South Place Hotel,Chop House,Restaurant,Lunch,2,Beverage,Non-Wine,2019-12-01,Sunday,7_Sunday,785.82
187327,South Place Hotel,Chop House,Restaurant,Lunch,2,Beverage,Non-Wine,2019-12-02,Monday,1_Monday,342.0
187328,South Place Hotel,Chop House,Restaurant,Lunch,2,Beverage,Non-Wine,2019-12-03,Tuesday,2_Tuesday,671.88
187329,South Place Hotel,Chop House,Restaurant,Lunch,2,Beverage,Non-Wine,2019-12-04,Wednesday,3_Wednesday,2651.7
187452,South Place Hotel,Chop House,Restaurant,Lunch,2,Beverage,Non-Wine,2020-10-01,Thursday,4_Thursday,540.0
187453,South Place Hotel,Chop House,Restaurant,Lunch,2,Beverage,Non-Wine,2020-10-02,Friday,5_Friday,94.79
187454,South Place Hotel,Chop House,Restaurant,Lunch,2,Beverage,Non-Wine,2020-10-03,Saturday,6_Saturday,1272.47
187455,South Place Hotel,Chop House,Restaurant,Lunch,2,Beverage,Non-Wine,2020-10-04,Sunday,7_Sunday,295.01
187456,South Place Hotel,Chop House,Restaurant,Lunch,2,Beverage,Non-Wine,2020-10-05,Monday,1_Monday,162.29
187457,South Place Hotel,Chop House,Restaurant,Lunch,2,Beverage,Non-Wine,2020-10-06,Tuesday,2_Tuesday,133.75
187458,South Place Hotel,Chop House,Restaurant,Lunch,2,Beverage,Non-Wine,2020-10-07,Wednesday,3_Wednesday,215.21
187459,South Place Hotel,Chop House,Restaurant,Lunch,2,Beverage,Non-Wine,2020-10-08,Thursday,4_Thursday,173.13
187460,South Place Hotel,Chop House,Restaurant,Lunch,2,Beverage,Non-Wine,2020-10-09,Friday,5_Friday,162.92
187461,South Place Hotel,Chop House,Restaurant,Lunch,2,Beverage,Non-Wine,2020-10-10,Saturday,6_Saturday,1061.98
187462,South Place Hotel,Chop House,Restaurant,Lunch,2,Beverage,Non-Wine,2020-10-11,Sunday,7_Sunday,170.62
187463,South Place Hotel,Chop House,Restaurant,Lunch,2,Beverage,Non-Wine,2020-10-12,Monday,1_Monday,153.33
187464,South Place Hotel,Chop House,Restaurant,Lunch,2,Beverage,Non-Wine,2020-10-13,Tuesday,2_Tuesday,118.13
187465,South Place Hotel,Chop House,Restaurant,Lunch,2,Beverage,Non-Wine,2020-10-14,Wednesday,3_Wednesday,-42.5
187466,South Place Hotel,Chop House,Restaurant,Lunch,2,Beverage,Non-Wine,2020-10-15,Thursday,4_Thursday,127.71
187467,South Place Hotel,Chop House,Restaurant,Lunch,2,Beverage,Non-Wine,2020-10-16,Friday,5_Friday,93.75
187468,South Place Hotel,Chop House,Restaurant,Lunch,2,Beverage,Non-Wine,2020-10-17,Saturday,6_Saturday,121.04
187469,South Place Hotel,Chop House,Restaurant,Lunch,2,Beverage,Non-Wine,2020-10-18,Sunday,7_Sunday,140.83
187470,South Place Hotel,Chop House,Restaurant,Lunch,2,Beverage,Non-Wine,2020-10-19,Monday,1_Monday,28.54
187471,South Place Hotel,Chop House,Restaurant,Lunch,2,Beverage,Non-Wine,2020-10-22,Thursday,4_Thursday,120.21
187472,South Place Hotel,Chop House,Restaurant,Lunch,2,Beverage,Non-Wine,2020-10-23,Friday,5_Friday,141.25
187473,South Place Hotel,Chop House,Restaurant,Lunch,2,Beverage,Non-Wine,2020-10-25,Sunday,7_Sunday,203.33
187474,South Place Hotel,Chop House,Restaurant,Lunch,2,Beverage,Non-Wine,2020-10-26,Monday,1_Monday,21.46
187475,South Place Hotel,Chop House,Restaurant,Lunch,2,Beverage,Non-Wine,2020-10-27,Tuesday,2_Tuesday,25.21
187476,South Place Hotel,Chop House,Restaurant,Lunch,2,Beverage,Non-Wine,2020-10-28,Wednesday,3_Wednesday,355.22
187477,South Place Hotel,Chop House,Restaurant,Lunch,2,Beverage,Non-Wine,2020-10-29,Thursday,4_Thursday,124.17
187478,South Place Hotel,Chop House,Restaurant,Lunch,2,Beverage,Non-Wine,2020-10-30,Friday,5_Friday,253.13
187479,South Place Hotel,Chop House,Restaurant,Lunch,2,Beverage,Non-Wine,2020-10-31,Saturday,6_Saturday,491.26
187480,South Place Hotel,Chop House,Restaurant,Lunch,2,Beverage,Non-Wine,2020-11-01,Sunday,7_Sunday,201.52
187481,South Place Hotel,Chop House,Restaurant,Lunch,2,Beverage,Non-Wine,2020-11-02,Monday,1_Monday,90.0
187482,South Place Hotel,Chop House,Restaurant,Lunch,2,Beverage,Non-Wine,2020-11-03,Tuesday,2_Tuesday,131.88
187483,South Place Hotel,Chop House,Restaurant,Lunch,2,Beverage,Non-Wine,2020-11-04,Wednesday,3_Wednesday,199.17
187484,South Place Hotel,Chop House,Restaurant,Lunch,2,Beverage,Non-Wine,2020-12-06,Sunday,7_Sunday,368.96
187485,South Place Hotel,Chop House,Restaurant,Lunch,2,Beverage,Non-Wine,2020-12-07,Monday,1_Monday,308.33
187698,South Place Hotel,Chop House,Restaurant,Lunch,2,Food,Non-Wine,2019-11-01,Friday,5_Friday,680.0
187699,South Place Hotel,Chop House,Restaurant,Lunch,2,Food,Non-Wine,2019-11-02,Saturday,6_Saturday,1259.2
187700,South Place Hotel,Chop House,Restaurant,Lunch,2,Food,Non-Wine,2019-11-03,Sunday,7_Sunday,914.79
187701,South Place Hotel,Chop House,Restaurant,Lunch,2,Food,Non-Wine,2019-11-04,Monday,1_Monday,527.49
187702,South Place Hotel,Chop House,Restaurant,Lunch,2,Food,Non-Wine,2019-11-05,Tuesday,2_Tuesday,505.83
187703,South Place Hotel,Chop House,Restaurant,Lunch,2,Food,Non-Wine,2019-11-06,Wednesday,3_Wednesday,1520.83
187704,South Place Hotel,Chop House,Restaurant,Lunch,2,Food,Non-Wine,2019-11-07,Thursday,4_Thursday,1736.25
187705,South Place Hotel,Chop House,Restaurant,Lunch,2,Food,Non-Wine,2019-11-08,Friday,5_Friday,1434.17
187706,South Place Hotel,Chop House,Restaurant,Lunch,2,Food,Non-Wine,2019-11-09,Saturday,6_Saturday,1732.56
187707,South Place Hotel,Chop House,Restaurant,Lunch,2,Food,Non-Wine,2019-11-10,Sunday,7_Sunday,1177.27
187708,South Place Hotel,Chop House,Restaurant,Lunch,2,Food,Non-Wine,2019-11-11,Monday,1_Monday,579.99
187709,South Place Hotel,Chop House,Restaurant,Lunch,2,Food,Non-Wine,2019-11-12,Tuesday,2_Tuesday,1401.25
187710,South Place Hotel,Chop House,Restaurant,Lunch,2,Food,Non-Wine,2019-11-13,Wednesday,3_Wednesday,1381.67
187711,South Place Hotel,Chop House,Restaurant,Lunch,2,Food,Non-Wine,2019-11-14,Thursday,4_Thursday,1367.08
187712,South Place Hotel,Chop House,Restaurant,Lunch,2,Food,Non-Wine,2019-11-15,Friday,5_Friday,893.31
187713,South Place Hotel,Chop House,Restaurant,Lunch,2,Food,Non-Wine,2019-11-16,Saturday,6_Saturday,1341.59
187714,South Place Hotel,Chop House,Restaurant,Lunch,2,Food,Non-Wine,2019-11-17,Sunday,7_Sunday,1622.48
187715,South Place Hotel,Chop House,Restaurant,Lunch,2,Food,Non-Wine,2019-11-18,Monday,1_Monday,1054.58
187716,South Place Hotel,Chop House,Restaurant,Lunch,2,Food,Non-Wine,2019-11-19,Tuesday,2_Tuesday,1248.75
187717,South Place Hotel,Chop House,Restaurant,Lunch,2,Food,Non-Wine,2019-11-20,Wednesday,3_Wednesday,1293.33
187718,South Place Hotel,Chop House,Restaurant,Lunch,2,Food,Non-Wine,2019-11-21,Thursday,4_Thursday,1861.67
187719,South Place Hotel,Chop House,Restaurant,Lunch,2,Food,Non-Wine,2019-11-22,Friday,5_Friday,1467.92
187720,South Place Hotel,Chop House,Restaurant,Lunch,2,Food,Non-Wine,2019-11-23,Saturday,6_Saturday,844.65
187721,South Place Hotel,Chop House,Restaurant,Lunch,2,Food,Non-Wine,2019-11-24,Sunday,7_Sunday,1498.97
187722,South Place Hotel,Chop House,Restaurant,Lunch,2,Food,Non-Wine,2019-11-25,Monday,1_Monday,1040.83
187723,South Place Hotel,Chop House,Restaurant,Lunch,2,Food,Non-Wine,2019-11-27,Wednesday,3_Wednesday,3598.3
187724,South Place Hotel,Chop House,Restaurant,Lunch,2,Food,Non-Wine,2019-11-28,Thursday,4_Thursday,2022.14
187725,South Place Hotel,Chop House,Restaurant,Lunch,2,Food,Non-Wine,2019-11-29,Friday,5_Friday,1882.53
187726,South Place Hotel,Chop House,Restaurant,Lunch,2,Food,Non-Wine,2019-11-30,Saturday,6_Saturday,1130.43
187727,South Place Hotel,Chop House,Restaurant,Lunch,2,Food,Non-Wine,2019-12-01,Sunday,7_Sunday,1659.4
187728,South Place Hotel,Chop House,Restaurant,Lunch,2,Food,Non-Wine,2019-12-02,Monday,1_Monday,1336.67
187729,South Place Hotel,Chop House,Restaurant,Lunch,2,Food,Non-Wine,2019-12-03,Tuesday,2_Tuesday,1609.9
187730,South Place Hotel,Chop House,Restaurant,Lunch,2,Food,Non-Wine,2019-12-04,Wednesday,3_Wednesday,5827.65
187853,South Place Hotel,Chop House,Restaurant,Lunch,2,Food,Non-Wine,2020-10-01,Thursday,4_Thursday,625.83
187854,South Place Hotel,Chop House,Restaurant,Lunch,2,Food,Non-Wine,2020-10-02,Friday,5_Friday,198.33
187855,South Place Hotel,Chop House,Restaurant,Lunch,2,Food,Non-Wine,2020-10-03,Saturday,6_Saturday,1410.88
187856,South Place Hotel,Chop House,Restaurant,Lunch,2,Food,Non-Wine,2020-10-04,Sunday,7_Sunday,723.54
187857,South Place Hotel,Chop House,Restaurant,Lunch,2,Food,Non-Wine,2020-10-05,Monday,1_Monday,142.92
187858,South Place Hotel,Chop House,Restaurant,Lunch,2,Food,Non-Wine,2020-10-06,Tuesday,2_Tuesday,239.17
187859,South Place Hotel,Chop House,Restaurant,Lunch,2,Food,Non-Wine,2020-10-07,Wednesday,3_Wednesday,357.17
187860,South Place Hotel,Chop House,Restaurant,Lunch,2,Food,Non-Wine,2020-10-08,Thursday,4_Thursday,419.38
187861,South Place Hotel,Chop House,Restaurant,Lunch,2,Food,Non-Wine,2020-10-09,Friday,5_Friday,271.67
187862,South Place Hotel,Chop House,Restaurant,Lunch,2,Food,Non-Wine,2020-10-10,Saturday,6_Saturday,1610.44
187863,South Place Hotel,Chop House,Restaurant,Lunch,2,Food,Non-Wine,2020-10-11,Sunday,7_Sunday,271.68
187864,South Place Hotel,Chop House,Restaurant,Lunch,2,Food,Non-Wine,2020-10-12,Monday,1_Monday,212.5
187865,South Place Hotel,Chop House,Restaurant,Lunch,2,Food,Non-Wine,2020-10-13,Tuesday,2_Tuesday,395.0
187866,South Place Hotel,Chop House,Restaurant,Lunch,2,Food,Non-Wine,2020-10-14,Wednesday,3_Wednesday,-141.67
187867,South Place Hotel,Chop House,Restaurant,Lunch,2,Food,Non-Wine,2020-10-15,Thursday,4_Thursday,238.33
187868,South Place Hotel,Chop House,Restaurant,Lunch,2,Food,Non-Wine,2020-10-16,Friday,5_Friday,167.92
187869,South Place Hotel,Chop House,Restaurant,Lunch,2,Food,Non-Wine,2020-10-17,Saturday,6_Saturday,184.58
187870,South Place Hotel,Chop House,Restaurant,Lunch,2,Food,Non-Wine,2020-10-18,Sunday,7_Sunday,193.27
187871,South Place Hotel,Chop House,Restaurant,Lunch,2,Food,Non-Wine,2020-10-19,Monday,1_Monday,62.5
187872,South Place Hotel,Chop House,Restaurant,Lunch,2,Food,Non-Wine,2020-10-22,Thursday,4_Thursday,200.42
187873,South Place Hotel,Chop House,Restaurant,Lunch,2,Food,Non-Wine,2020-10-23,Friday,5_Friday,183.33
187874,South Place Hotel,Chop House,Restaurant,Lunch,2,Food,Non-Wine,2020-10-25,Sunday,7_Sunday,169.07
187875,South Place Hotel,Chop House,Restaurant,Lunch,2,Food,Non-Wine,2020-10-26,Monday,1_Monday,45.0
187876,South Place Hotel,Chop House,Restaurant,Lunch,2,Food,Non-Wine,2020-10-27,Tuesday,2_Tuesday,185.0
187877,South Place Hotel,Chop House,Restaurant,Lunch,2,Food,Non-Wine,2020-10-28,Wednesday,3_Wednesday,569.99
187878,South Place Hotel,Chop House,Restaurant,Lunch,2,Food,Non-Wine,2020-10-29,Thursday,4_Thursday,159.17
187879,South Place Hotel,Chop House,Restaurant,Lunch,2,Food,Non-Wine,2020-10-30,Friday,5_Friday,107.92
187880,South Place Hotel,Chop House,Restaurant,Lunch,2,Food,Non-Wine,2020-10-31,Saturday,6_Saturday,572.51
187881,South Place Hotel,Chop House,Restaurant,Lunch,2,Food,Non-Wine,2020-11-01,Sunday,7_Sunday,460.97
187882,South Place Hotel,Chop House,Restaurant,Lunch,2,Food,Non-Wine,2020-11-02,Monday,1_Monday,93.33
187883,South Place Hotel,Chop House,Restaurant,Lunch,2,Food,Non-Wine,2020-11-03,Tuesday,2_Tuesday,570.83
187884,South Place Hotel,Chop House,Restaurant,Lunch,2,Food,Non-Wine,2020-11-04,Wednesday,3_Wednesday,535.37
187885,South Place Hotel,Chop House,Restaurant,Lunch,2,Food,Non-Wine,2020-12-06,Sunday,7_Sunday,623.74
187886,South Place Hotel,Chop House,Restaurant,Lunch,2,Food,Non-Wine,2020-12-07,Monday,1_Monday,547.5
188037,South Place Hotel,Garden,Events & Ex Hires,Dinner,3,Beverage,Non-Wine,2019-11-01,Friday,5_Friday,77.29
188038,South Place Hotel,Garden,Events & Ex Hires,Dinner,3,Beverage,Non-Wine,2019-11-02,Saturday,6_Saturday,130.83
188039,South Place Hotel,Garden,Events & Ex Hires,Dinner,3,Beverage,Non-Wine,2019-11-03,Sunday,7_Sunday,30.83
188040,South Place Hotel,Garden,Events & Ex Hires,Dinner,3,Beverage,Non-Wine,2019-11-05,Tuesday,2_Tuesday,115.83
188041,South Place Hotel,Garden,Events & Ex Hires,Dinner,3,Beverage,Non-Wine,2019-11-06,Wednesday,3_Wednesday,2365.0
188042,South Place Hotel,Garden,Events & Ex Hires,Dinner,3,Beverage,Non-Wine,2019-11-07,Thursday,4_Thursday,191.05
188043,South Place Hotel,Garden,Events & Ex Hires,Dinner,3,Beverage,Non-Wine,2019-11-08,Friday,5_Friday,324.13
188044,South Place Hotel,Garden,Events & Ex Hires,Dinner,3,Beverage,Non-Wine,2019-11-09,Saturday,6_Saturday,284.17
188045,South Place Hotel,Garden,Events & Ex Hires,Dinner,3,Beverage,Non-Wine,2019-11-10,Sunday,7_Sunday,61.67
188046,South Place Hotel,Garden,Events & Ex Hires,Dinner,3,Beverage,Non-Wine,2019-11-11,Monday,1_Monday,217.17
188047,South Place Hotel,Garden,Events & Ex Hires,Dinner,3,Beverage,Non-Wine,2019-11-12,Tuesday,2_Tuesday,51.25
188048,South Place Hotel,Garden,Events & Ex Hires,Dinner,3,Beverage,Non-Wine,2019-11-13,Wednesday,3_Wednesday,1528.33
188049,South Place Hotel,Garden,Events & Ex Hires,Dinner,3,Beverage,Non-Wine,2019-11-14,Thursday,4_Thursday,710.79
188050,South Place Hotel,Garden,Events & Ex Hires,Dinner,3,Beverage,Non-Wine,2019-11-15,Friday,5_Friday,175.42
188051,South Place Hotel,Garden,Events & Ex Hires,Dinner,3,Beverage,Non-Wine,2019-11-16,Saturday,6_Saturday,394.46
188052,South Place Hotel,Garden,Events & Ex Hires,Dinner,3,Beverage,Non-Wine,2019-11-17,Sunday,7_Sunday,20.83
188053,South Place Hotel,Garden,Events & Ex Hires,Dinner,3,Beverage,Non-Wine,2019-11-18,Monday,1_Monday,54.17
188054,South Place Hotel,Garden,Events & Ex Hires,Dinner,3,Beverage,Non-Wine,2019-11-19,Tuesday,2_Tuesday,433.75
188055,South Place Hotel,Garden,Events & Ex Hires,Dinner,3,Beverage,Non-Wine,2019-11-20,Wednesday,3_Wednesday,1781.04
188056,South Place Hotel,Garden,Events & Ex Hires,Dinner,3,Beverage,Non-Wine,2019-11-21,Thursday,4_Thursday,1156.67
188057,South Place Hotel,Garden,Events & Ex Hires,Dinner,3,Beverage,Non-Wine,2019-11-26,Tuesday,2_Tuesday,2100.83
188058,South Place Hotel,Garden,Events & Ex Hires,Dinner,3,Beverage,Non-Wine,2019-11-28,Thursday,4_Thursday,407.96
188059,South Place Hotel,Garden,Events & Ex Hires,Dinner,3,Beverage,Non-Wine,2019-11-29,Friday,5_Friday,1571.67
188060,South Place Hotel,Garden,Events & Ex Hires,Dinner,3,Beverage,Non-Wine,2019-11-30,Saturday,6_Saturday,738.13
188061,South Place Hotel,Garden,Events & Ex Hires,Dinner,3,Beverage,Non-Wine,2019-12-01,Sunday,7_Sunday,9.58
188062,South Place Hotel,Garden,Events & Ex Hires,Dinner,3,Beverage,Non-Wine,2019-12-02,Monday,1_Monday,60.0
188063,South Place Hotel,Garden,Events & Ex Hires,Dinner,3,Beverage,Non-Wine,2019-12-03,Tuesday,2_Tuesday,2867.08
188064,South Place Hotel,Garden,Events & Ex Hires,Dinner,3,Beverage,Non-Wine,2019-12-04,Wednesday,3_Wednesday,1936.46
188150,South Place Hotel,Garden,Events & Ex Hires,Dinner,3,Beverage,Non-Wine,2020-10-01,Thursday,4_Thursday,-311.25
188151,South Place Hotel,Garden,Events & Ex Hires,Dinner,3,Beverage,Non-Wine,2020-10-03,Saturday,6_Saturday,22.5
188152,South Place Hotel,Garden,Events & Ex Hires,Dinner,3,Beverage,Non-Wine,2020-10-10,Saturday,6_Saturday,229.17
188153,South Place Hotel,Garden,Events & Ex Hires,Dinner,3,Beverage,Non-Wine,2020-10-15,Thursday,4_Thursday,229.17
188154,South Place Hotel,Garden,Events & Ex Hires,Dinner,3,Beverage,Non-Wine,2020-10-16,Friday,5_Friday,200.63
188155,South Place Hotel,Garden,Events & Ex Hires,Dinner,3,Beverage,Non-Wine,2020-10-17,Saturday,6_Saturday,1022.5
188156,South Place Hotel,Garden,Events & Ex Hires,Dinner,3,Beverage,Non-Wine,2020-10-18,Sunday,7_Sunday,552.07
188157,South Place Hotel,Garden,Events & Ex Hires,Dinner,3,Beverage,Non-Wine,2020-10-19,Monday,1_Monday,61.67
188158,South Place Hotel,Garden,Events & Ex Hires,Dinner,3,Beverage,Non-Wine,2020-10-20,Tuesday,2_Tuesday,66.46
188159,South Place Hotel,Garden,Events & Ex Hires,Dinner,3,Beverage,Non-Wine,2020-10-21,Wednesday,3_Wednesday,221.88
188160,South Place Hotel,Garden,Events & Ex Hires,Dinner,3,Beverage,Non-Wine,2020-10-22,Thursday,4_Thursday,44.38
188161,South Place Hotel,Garden,Events & Ex Hires,Dinner,3,Beverage,Non-Wine,2020-10-23,Friday,5_Friday,565.0
188162,South Place Hotel,Garden,Events & Ex Hires,Dinner,3,Beverage,Non-Wine,2020-10-24,Saturday,6_Saturday,1169.98
188163,South Place Hotel,Garden,Events & Ex Hires,Dinner,3,Beverage,Non-Wine,2020-10-25,Sunday,7_Sunday,175.62
188164,South Place Hotel,Garden,Events & Ex Hires,Dinner,3,Beverage,Non-Wine,2020-12-03,Thursday,4_Thursday,27.5
188279,South Place Hotel,Garden,Events & Ex Hires,Dinner,3,Food,Non-Wine,2019-11-05,Tuesday,2_Tuesday,57.92
188280,South Place Hotel,Garden,Events & Ex Hires,Dinner,3,Food,Non-Wine,2019-11-06,Wednesday,3_Wednesday,1760.42
188281,South Place Hotel,Garden,Events & Ex Hires,Dinner,3,Food,Non-Wine,2019-11-07,Thursday,4_Thursday,24.17
188282,South Place Hotel,Garden,Events & Ex Hires,Dinner,3,Food,Non-Wine,2019-11-08,Friday,5_Friday,44.17
188283,South Place Hotel,Garden,Events & Ex Hires,Dinner,3,Food,Non-Wine,2019-11-09,Saturday,6_Saturday,35.0
188284,South Place Hotel,Garden,Events & Ex Hires,Dinner,3,Food,Non-Wine,2019-11-10,Sunday,7_Sunday,15.0
188285,South Place Hotel,Garden,Events & Ex Hires,Dinner,3,Food,Non-Wine,2019-11-12,Tuesday,2_Tuesday,37.08
188286,South Place Hotel,Garden,Events & Ex Hires,Dinner,3,Food,Non-Wine,2019-11-14,Thursday,4_Thursday,945.21
188287,South Place Hotel,Garden,Events & Ex Hires,Dinner,3,Food,Non-Wine,2019-11-15,Friday,5_Friday,38.33
188288,South Place Hotel,Garden,Events & Ex Hires,Dinner,3,Food,Non-Wine,2019-11-16,Saturday,6_Saturday,20.0
188289,South Place Hotel,Garden,Events & Ex Hires,Dinner,3,Food,Non-Wine,2019-11-18,Monday,1_Monday,3.75
