,Restaurant,As Of Day,Days Before Week Commencing,Reservation Week,Covers,Table,Week,Color,Alpha
6187,Bluebird Chelsea Cafe,Tuesday,6,46,11.0,Future Weeks,4 Weeks Ago,Blue,0.4
6188,Bluebird White City,Tuesday,6,46,110.0,Future Weeks,4 Weeks Ago,Blue,0.4
6190,Issho,Tuesday,6,48,0.0,Future Weeks,2 Weeks Ago,Blue,0.8
6191,Issho,Tuesday,6,46,2.0,Future Weeks,4 Weeks Ago,Blue,0.4
6193,Launceston Place,Tuesday,6,49,459.0,Future Weeks,Last Week,Orange,1.0
6194,Madison Restaurant,Tuesday,6,47,2.0,Future Weeks,3 Weeks Ago,Blue,0.6
6195,Aster,Tuesday,6,46,33.0,Future Weeks,4 Weeks Ago,Blue,0.4
6196,Aster,Tuesday,6,47,13.0,Future Weeks,3 Weeks Ago,Blue,0.6
6197,German Gymnasium,Tuesday,6,46,133.0,Future Weeks,4 Weeks Ago,Blue,0.4
6198,Bluebird Chelsea Restaurant,Tuesday,6,49,458.0,Future Weeks,Last Week,Orange,1.0
6199,Issho,Tuesday,6,49,251.0,Future Weeks,Last Week,Orange,1.0
6200,Old Bengal Bar,Tuesday,6,49,91.0,Future Weeks,Last Week,Orange,1.0
6201,Radici,Tuesday,6,47,4.0,Future Weeks,3 Weeks Ago,Blue,0.6
6202,Angelica,Tuesday,6,49,80.0,Future Weeks,Last Week,Orange,1.0
6203,Angelica,Tuesday,6,46,111.0,Future Weeks,4 Weeks Ago,Blue,0.4
6204,Quaglino's,Tuesday,6,48,35.0,Future Weeks,2 Weeks Ago,Blue,0.8
6205,Bluebird Chelsea Cafe,Tuesday,6,50,59.0,Future Weeks,This Week,Red,1.0
6206,Old Bengal Bar,Tuesday,6,47,6.0,Future Weeks,3 Weeks Ago,Blue,0.6
6208,Quaglino's,Tuesday,6,51,641.0,Future Weeks,Next Week,Purple,1.0
6209,Old Bengal Bar,Tuesday,6,46,6.0,Future Weeks,4 Weeks Ago,Blue,0.4
6210,Issho Restaurant,Tuesday,6,49,37.0,Future Weeks,Last Week,Orange,1.0
6211,Quaglino's Restaurant,Tuesday,6,50,102.0,Future Weeks,This Week,Red,1.0
6212,Radici,Tuesday,6,49,50.0,Future Weeks,Last Week,Orange,1.0
6213,Cantina del Ponte,Tuesday,6,46,67.0,Future Weeks,4 Weeks Ago,Blue,0.4
6214,Quaglino's Restaurant,Tuesday,6,49,53.0,Future Weeks,Last Week,Orange,1.0
6216,Launceston Place,Tuesday,6,46,300.0,Future Weeks,4 Weeks Ago,Blue,0.4
6219,Radici,Tuesday,6,46,46.0,Future Weeks,4 Weeks Ago,Blue,0.4
6220,Quaglino's Restaurant,Tuesday,6,48,10.0,Future Weeks,2 Weeks Ago,Blue,0.8
6221,Quaglino's,Tuesday,6,49,247.0,Future Weeks,Last Week,Orange,1.0
6222,Old Bengal Bar,Tuesday,6,50,131.0,Future Weeks,This Week,Red,1.0
6223,Bluebird White City,Tuesday,6,51,58.0,Future Weeks,Next Week,Purple,1.0
6224,Quaglino's,Tuesday,6,46,9.0,Future Weeks,4 Weeks Ago,Blue,0.4
6225,Avenue,Tuesday,6,51,140.0,Future Weeks,Next Week,Purple,1.0
6226,Avenue,Tuesday,6,50,148.0,Future Weeks,This Week,Red,1.0
6227,Bluebird Chelsea Restaurant,Tuesday,6,46,154.0,Future Weeks,4 Weeks Ago,Blue,0.4
6229,Issho Restaurant,Tuesday,6,51,42.0,Future Weeks,Next Week,Purple,1.0
6230,Quaglino's Restaurant,Tuesday,6,51,75.0,Future Weeks,Next Week,Purple,1.0
6231,Quaglino's,Tuesday,6,50,532.0,Future Weeks,This Week,Red,1.0
6232,Avenue,Tuesday,6,49,100.0,Future Weeks,Last Week,Orange,1.0
6233,Avenue,Tuesday,6,46,34.0,Future Weeks,4 Weeks Ago,Blue,0.4
6234,Cantina del Ponte,Tuesday,6,50,292.0,Future Weeks,This Week,Red,1.0
6235,Angelica,Tuesday,6,51,99.0,Future Weeks,Next Week,Purple,1.0
6236,Cantina del Ponte,Tuesday,6,49,82.0,Future Weeks,Last Week,Orange,1.0
6237,Bluebird White City,Tuesday,6,48,5.0,Future Weeks,2 Weeks Ago,Blue,0.8
6239,Bluebird White City,Tuesday,6,49,18.0,Future Weeks,Last Week,Orange,1.0
6240,Bluebird White City,Tuesday,6,50,45.0,Future Weeks,This Week,Red,1.0
6241,Old Bengal Bar,Tuesday,6,51,146.0,Future Weeks,Next Week,Purple,1.0
6242,Issho Restaurant,Tuesday,6,50,52.0,Future Weeks,This Week,Red,1.0
6245,Avenue,Wednesday,5,50,175.0,Future Weeks,This Week,Red,1.0
6246,East 59th,Wednesday,5,46,35.0,Future Weeks,4 Weeks Ago,Blue,0.4
6247,Coq d’Argent,Wednesday,5,49,767.0,Future Weeks,Last Week,Orange,1.0
6248,100 Wardour St Club Bar,Wednesday,5,50,76.0,Future Weeks,This Week,Red,1.0
6250,Avenue,Wednesday,5,46,32.0,Future Weeks,4 Weeks Ago,Blue,0.4
6251,100 Wardour St Lounge Bar,Wednesday,5,46,24.0,Future Weeks,4 Weeks Ago,Blue,0.4
6252,100 Wardour St Lounge Bar,Wednesday,5,49,36.0,Future Weeks,Last Week,Orange,1.0
6253,100 Wardour St Lounge Bar,Wednesday,5,50,25.0,Future Weeks,This Week,Red,1.0
6254,Coq d’Argent,Wednesday,5,50,1594.0,Future Weeks,This Week,Red,1.0
6256,Paternoster Chophouse,Wednesday,5,49,1152.0,Future Weeks,Last Week,Orange,1.0
6257,Avenue,Wednesday,5,49,113.0,Future Weeks,Last Week,Orange,1.0
6258,100 Wardour St,Wednesday,5,49,706.0,Future Weeks,Last Week,Orange,1.0
6260,Radici,Wednesday,5,46,46.0,Future Weeks,4 Weeks Ago,Blue,0.4
6261,Radici,Wednesday,5,49,50.0,Future Weeks,Last Week,Orange,1.0
6262,Bluebird White City,Wednesday,5,46,10.0,Future Weeks,4 Weeks Ago,Blue,0.4
6264,German Gymnasium,Wednesday,5,46,67.0,Future Weeks,4 Weeks Ago,Blue,0.4
6265,Quaglino's,Wednesday,5,49,286.0,Future Weeks,Last Week,Orange,1.0
6266,Bluebird Chelsea Cafe,Wednesday,5,50,109.0,Future Weeks,This Week,Red,1.0
6267,Bluebird Chelsea Cafe,Wednesday,5,49,6.0,Future Weeks,Last Week,Orange,1.0
6268,Radici,Wednesday,5,47,4.0,Future Weeks,3 Weeks Ago,Blue,0.6
6269,East 59th,Wednesday,5,50,190.0,Future Weeks,This Week,Red,1.0
6270,100 Wardour St,Wednesday,5,46,285.0,Future Weeks,4 Weeks Ago,Blue,0.4
6272,Quaglino's,Wednesday,5,46,9.0,Future Weeks,4 Weeks Ago,Blue,0.4
6273,Quaglino's,Wednesday,5,48,35.0,Future Weeks,2 Weeks Ago,Blue,0.8
6274,East 59th,Wednesday,5,49,74.0,Future Weeks,Last Week,Orange,1.0
6277,East 59th,Wednesday,5,47,27.0,Future Weeks,3 Weeks Ago,Blue,0.6
6278,Bluebird Chelsea Cafe,Wednesday,5,46,11.0,Future Weeks,4 Weeks Ago,Blue,0.4
6279,Radici,Wednesday,5,50,168.0,Future Weeks,This Week,Red,1.0
6280,Bluebird White City,Wednesday,5,47,6.0,Future Weeks,3 Weeks Ago,Blue,0.6
6281,Bluebird White City,Wednesday,5,48,5.0,Future Weeks,2 Weeks Ago,Blue,0.8
6282,Bluebird White City,Wednesday,5,49,27.0,Future Weeks,Last Week,Orange,1.0
6283,Aster,Wednesday,5,46,33.0,Future Weeks,4 Weeks Ago,Blue,0.4
6284,Aster,Wednesday,5,47,13.0,Future Weeks,3 Weeks Ago,Blue,0.6
6285,Aster,Wednesday,5,48,12.0,Future Weeks,2 Weeks Ago,Blue,0.8
6286,Aster,Wednesday,5,49,49.0,Future Weeks,Last Week,Orange,1.0
6288,Coq d’Argent,Wednesday,5,48,77.0,Future Weeks,2 Weeks Ago,Blue,0.8
6289,Coq d’Argent,Wednesday,5,47,155.0,Future Weeks,3 Weeks Ago,Blue,0.6
6290,100 Wardour St,Wednesday,5,50,1019.0,Future Weeks,This Week,Red,1.0
6291,Aster,Wednesday,5,50,120.0,Future Weeks,This Week,Red,1.0
6292,German Gymnasium,Wednesday,5,49,445.0,Future Weeks,Last Week,Orange,1.0
6293,German Gymnasium,Wednesday,5,50,156.0,Future Weeks,This Week,Red,1.0
6294,Blueprint Cafe,Wednesday,5,49,100.0,Future Weeks,Last Week,Orange,1.0
6295,Cantina del Ponte,Wednesday,5,46,16.0,Future Weeks,4 Weeks Ago,Blue,0.4
6297,Coq d’Argent,Wednesday,5,46,419.0,Future Weeks,4 Weeks Ago,Blue,0.4
6298,Madison Restaurant,Wednesday,5,47,2.0,Future Weeks,3 Weeks Ago,Blue,0.6
6299,Bluebird White City,Wednesday,5,50,44.0,Future Weeks,This Week,Red,1.0
6300,Quaglino's,Wednesday,5,50,544.0,Future Weeks,This Week,Red,1.0
6303,Butlers Wharf Chophouse Restaurant,Wednesday,5,50,397.0,Future Weeks,This Week,Red,1.0
6304,New Street Wine Shop,Wednesday,5,50,302.0,Future Weeks,This Week,Red,1.0
6305,New Street Wine Shop,Wednesday,5,49,173.0,Future Weeks,Last Week,Orange,1.0
6306,14 Hills,Wednesday,5,50,997.0,Future Weeks,This Week,Red,1.0
6307,14 Hills,Wednesday,5,49,589.0,Future Weeks,Last Week,Orange,1.0
6308,14 Hills,Wednesday,5,47,2.0,Future Weeks,3 Weeks Ago,Blue,0.6
6312,Butlers Wharf Chophouse Restaurant,Wednesday,5,49,227.0,Future Weeks,Last Week,Orange,1.0
6313,Angelica,Wednesday,5,46,111.0,Future Weeks,4 Weeks Ago,Blue,0.4
6315,Bluebird Chelsea Restaurant,Wednesday,5,46,149.0,Future Weeks,4 Weeks Ago,Blue,0.4
6316,Bluebird Chelsea Restaurant,Wednesday,5,49,520.0,Future Weeks,Last Week,Orange,1.0
6317,Sartoria,Wednesday,5,50,127.0,Future Weeks,This Week,Red,1.0
6318,Issho Restaurant,Wednesday,5,49,47.0,Future Weeks,Last Week,Orange,1.0
6319,Issho Restaurant,Wednesday,5,50,60.0,Future Weeks,This Week,Red,1.0
6320,Bluebird Chelsea Restaurant,Wednesday,5,50,880.0,Future Weeks,This Week,Red,1.0
6321,Plateau,Wednesday,5,50,544.0,Future Weeks,This Week,Red,1.0
6322,Angelica,Wednesday,5,49,86.0,Future Weeks,Last Week,Orange,1.0
6324,100 Wardour St Club Bar,Wednesday,5,49,6.0,Future Weeks,Last Week,Orange,1.0
6325,Cantina del Ponte,Wednesday,5,50,326.0,Future Weeks,This Week,Red,1.0
6326,Cantina del Ponte,Wednesday,5,49,84.0,Future Weeks,Last Week,Orange,1.0
6327,20 Stories,Wednesday,5,49,955.0,Future Weeks,Last Week,Orange,1.0
6329,Old Bengal Bar,Wednesday,5,46,6.0,Future Weeks,4 Weeks Ago,Blue,0.4
6330,Old Bengal Bar,Wednesday,5,47,6.0,Future Weeks,3 Weeks Ago,Blue,0.6
6331,Old Bengal Bar,Wednesday,5,49,98.0,Future Weeks,Last Week,Orange,1.0
6332,Old Bengal Bar,Wednesday,5,50,156.0,Future Weeks,This Week,Red,1.0
6334,Fish Market,Wednesday,5,46,127.0,Future Weeks,4 Weeks Ago,Blue,0.4
6335,Pont de la Tour,Wednesday,5,50,222.0,Future Weeks,This Week,Red,1.0
6336,Fish Market,Wednesday,5,49,608.0,Future Weeks,Last Week,Orange,1.0
6337,Fish Market,Wednesday,5,50,1827.0,Future Weeks,This Week,Red,1.0
6338,Launceston Place,Wednesday,5,50,1011.0,Future Weeks,This Week,Red,1.0
6339,Crafthouse,Wednesday,5,50,37.0,Future Weeks,This Week,Red,1.0
6340,Crafthouse,Wednesday,5,49,14.0,Future Weeks,Last Week,Orange,1.0
6343,Pont de la Tour,Wednesday,5,49,72.0,Future Weeks,Last Week,Orange,1.0
6345,Angler Restaurant,Wednesday,5,46,79.0,Future Weeks,4 Weeks Ago,Blue,0.4
6346,Angler Restaurant,Wednesday,5,49,100.0,Future Weeks,Last Week,Orange,1.0
6347,New Street Grill,Wednesday,5,47,79.0,Future Weeks,3 Weeks Ago,Blue,0.6
6348,Angler Restaurant,Wednesday,5,50,230.0,Future Weeks,This Week,Red,1.0
6349,Madison Restaurant,Wednesday,5,50,6.0,Future Weeks,This Week,Red,1.0
6350,Quaglino's Restaurant,Wednesday,5,48,10.0,Future Weeks,2 Weeks Ago,Blue,0.8
6351,Quaglino's Restaurant,Wednesday,5,49,56.0,Future Weeks,Last Week,Orange,1.0
6352,Quaglino's Restaurant,Wednesday,5,50,123.0,Future Weeks,This Week,Red,1.0
6353,New Street Grill,Wednesday,5,50,703.0,Future Weeks,This Week,Red,1.0
6354,New Street Grill,Wednesday,5,49,313.0,Future Weeks,Last Week,Orange,1.0
6355,New Street Grill,Wednesday,5,46,156.0,Future Weeks,4 Weeks Ago,Blue,0.4
6356,Launceston Place,Wednesday,5,49,512.0,Future Weeks,Last Week,Orange,1.0
6360,Orrery,Wednesday,5,46,9.0,Future Weeks,4 Weeks Ago,Blue,0.4
6361,Orrery,Wednesday,5,48,4.0,Future Weeks,2 Weeks Ago,Blue,0.8
6362,Orrery,Wednesday,5,49,49.0,Future Weeks,Last Week,Orange,1.0
6363,Orrery,Wednesday,5,50,125.0,Future Weeks,This Week,Red,1.0
6364,Launceston Place,Wednesday,5,46,268.0,Future Weeks,4 Weeks Ago,Blue,0.4
6366,Quaglino's Restaurant,Wednesday,5,47,20.0,Future Weeks,3 Weeks Ago,Blue,0.6
6368,Plateau,Wednesday,5,49,187.0,Future Weeks,Last Week,Orange,1.0
6370,Sartoria,Wednesday,5,49,21.0,Future Weeks,Last Week,Orange,1.0
6371,Sartoria,Wednesday,5,48,6.0,Future Weeks,2 Weeks Ago,Blue,0.8
6372,Sartoria,Wednesday,5,47,10.0,Future Weeks,3 Weeks Ago,Blue,0.6
6373,Sartoria,Wednesday,5,46,10.0,Future Weeks,4 Weeks Ago,Blue,0.4
6375,Bluebird Chelsea Private Dining,Wednesday,5,50,31.0,Future Weeks,This Week,Red,1.0
6376,Bluebird Chelsea Private Dining,Wednesday,5,49,27.0,Future Weeks,Last Week,Orange,1.0
6377,Issho,Wednesday,5,50,705.0,Future Weeks,This Week,Red,1.0
6378,Quaglino's Restaurant,Wednesday,5,46,21.0,Future Weeks,4 Weeks Ago,Blue,0.4
6379,Issho,Wednesday,5,49,264.0,Future Weeks,Last Week,Orange,1.0
6380,Issho,Wednesday,5,48,0.0,Future Weeks,2 Weeks Ago,Blue,0.8
6383,Paternoster Chophouse,Wednesday,5,50,1771.0,Future Weeks,This Week,Red,1.0
6384,Radici,Thursday,4,50,192.0,Future Weeks,This Week,Red,1.0
6385,Bluebird Chelsea Cafe,Thursday,4,50,152.0,Future Weeks,This Week,Red,1.0
6386,Bluebird Chelsea Cafe,Thursday,4,49,6.0,Future Weeks,Last Week,Orange,1.0
6387,Bluebird Chelsea Cafe,Thursday,4,46,5.0,Future Weeks,4 Weeks Ago,Blue,0.4
6389,Bluebird Chelsea Private Dining,Thursday,4,49,27.0,Future Weeks,Last Week,Orange,1.0
6390,Launceston Place,Thursday,4,50,1096.0,Future Weeks,This Week,Red,1.0
6391,Crafthouse,Thursday,4,49,18.0,Future Weeks,Last Week,Orange,1.0
6393,100 Wardour St,Thursday,4,50,1075.0,Future Weeks,This Week,Red,1.0
6394,100 Wardour St,Thursday,4,49,789.0,Future Weeks,Last Week,Orange,1.0
6395,100 Wardour St,Thursday,4,46,273.0,Future Weeks,4 Weeks Ago,Blue,0.4
6397,Bluebird Chelsea Private Dining,Thursday,4,50,31.0,Future Weeks,This Week,Red,1.0
6398,Crafthouse,Thursday,4,50,51.0,Future Weeks,This Week,Red,1.0
6399,Quaglino's,Thursday,4,49,359.0,Future Weeks,Last Week,Orange,1.0
6400,Issho Restaurant,Thursday,4,50,74.0,Future Weeks,This Week,Red,1.0
6401,Issho Restaurant,Thursday,4,49,49.0,Future Weeks,Last Week,Orange,1.0
6402,Bluebird Chelsea Restaurant,Thursday,4,50,992.0,Future Weeks,This Week,Red,1.0
6403,Bluebird Chelsea Restaurant,Thursday,4,49,605.0,Future Weeks,Last Week,Orange,1.0
6404,Bluebird Chelsea Restaurant,Thursday,4,46,143.0,Future Weeks,4 Weeks Ago,Blue,0.4
6406,Quaglino's,Thursday,4,50,624.0,Future Weeks,This Week,Red,1.0
6407,Quaglino's,Thursday,4,48,35.0,Future Weeks,2 Weeks Ago,Blue,0.8
6408,Launceston Place,Thursday,4,49,619.0,Future Weeks,Last Week,Orange,1.0
6410,Launceston Place,Thursday,4,46,259.0,Future Weeks,4 Weeks Ago,Blue,0.4
6413,Issho,Thursday,4,48,0.0,Future Weeks,2 Weeks Ago,Blue,0.8
6414,Radici,Thursday,4,49,52.0,Future Weeks,Last Week,Orange,1.0
6415,Radici,Thursday,4,47,4.0,Future Weeks,3 Weeks Ago,Blue,0.6
6416,Issho,Thursday,4,49,289.0,Future Weeks,Last Week,Orange,1.0
6418,Issho,Thursday,4,50,753.0,Future Weeks,This Week,Red,1.0
6421,Plateau,Thursday,4,49,201.0,Future Weeks,Last Week,Orange,1.0
6422,Plateau,Thursday,4,50,561.0,Future Weeks,This Week,Red,1.0
6423,100 Wardour St Club Bar,Thursday,4,49,6.0,Future Weeks,Last Week,Orange,1.0
6425,Sartoria,Thursday,4,47,10.0,Future Weeks,3 Weeks Ago,Blue,0.6
6426,100 Wardour St Club Bar,Thursday,4,50,76.0,Future Weeks,This Week,Red,1.0
6427,Fish Market,Thursday,4,50,2172.0,Future Weeks,This Week,Red,1.0
6428,Orrery,Thursday,4,50,144.0,Future Weeks,This Week,Red,1.0
6429,Quaglino's Restaurant,Thursday,4,46,21.0,Future Weeks,4 Weeks Ago,Blue,0.4
6431,Butlers Wharf Chophouse Restaurant,Thursday,4,50,531.0,Future Weeks,This Week,Red,1.0
6432,Butlers Wharf Chophouse Restaurant,Thursday,4,49,249.0,Future Weeks,Last Week,Orange,1.0
6434,Fish Market,Thursday,4,46,127.0,Future Weeks,4 Weeks Ago,Blue,0.4
6435,Fish Market,Thursday,4,49,694.0,Future Weeks,Last Week,Orange,1.0
6437,Old Bengal Bar,Thursday,4,50,178.0,Future Weeks,This Week,Red,1.0
6438,Aster,Thursday,4,50,197.0,Future Weeks,This Week,Red,1.0
6440,Cantina del Ponte,Thursday,4,49,98.0,Future Weeks,Last Week,Orange,1.0
6441,German Gymnasium,Thursday,4,49,470.0,Future Weeks,Last Week,Orange,1.0
6443,German Gymnasium,Thursday,4,50,162.0,Future Weeks,This Week,Red,1.0
6445,Aster,Thursday,4,46,31.0,Future Weeks,4 Weeks Ago,Blue,0.4
6446,Aster,Thursday,4,47,13.0,Future Weeks,3 Weeks Ago,Blue,0.6
6447,Aster,Thursday,4,48,12.0,Future Weeks,2 Weeks Ago,Blue,0.8
6448,Orrery,Thursday,4,49,52.0,Future Weeks,Last Week,Orange,1.0
6449,Orrery,Thursday,4,48,4.0,Future Weeks,2 Weeks Ago,Blue,0.8
6450,Orrery,Thursday,4,46,9.0,Future Weeks,4 Weeks Ago,Blue,0.4
6453,Angler Restaurant,Thursday,4,49,101.0,Future Weeks,Last Week,Orange,1.0
6454,Angler Restaurant,Thursday,4,50,235.0,Future Weeks,This Week,Red,1.0
6455,Quaglino's Restaurant,Thursday,4,50,135.0,Future Weeks,This Week,Red,1.0
6456,New Street Wine Shop,Thursday,4,50,313.0,Future Weeks,This Week,Red,1.0
6457,Quaglino's Restaurant,Thursday,4,49,66.0,Future Weeks,Last Week,Orange,1.0
6458,New Street Wine Shop,Thursday,4,49,186.0,Future Weeks,Last Week,Orange,1.0
6460,14 Hills,Thursday,4,50,1110.0,Future Weeks,This Week,Red,1.0
6461,Quaglino's Restaurant,Thursday,4,48,10.0,Future Weeks,2 Weeks Ago,Blue,0.8
6462,Quaglino's Restaurant,Thursday,4,47,20.0,Future Weeks,3 Weeks Ago,Blue,0.6
6463,14 Hills,Thursday,4,49,607.0,Future Weeks,Last Week,Orange,1.0
6464,14 Hills,Thursday,4,47,2.0,Future Weeks,3 Weeks Ago,Blue,0.6
6466,Angelica,Thursday,4,46,111.0,Future Weeks,4 Weeks Ago,Blue,0.4
6468,Old Bengal Bar,Thursday,4,46,6.0,Future Weeks,4 Weeks Ago,Blue,0.4
6469,Old Bengal Bar,Thursday,4,47,6.0,Future Weeks,3 Weeks Ago,Blue,0.6
6470,Old Bengal Bar,Thursday,4,49,106.0,Future Weeks,Last Week,Orange,1.0
6471,Aster,Thursday,4,49,55.0,Future Weeks,Last Week,Orange,1.0
6473,Sartoria,Thursday,4,50,131.0,Future Weeks,This Week,Red,1.0
6474,Bluebird White City,Thursday,4,50,51.0,Future Weeks,This Week,Red,1.0
6475,Paternoster Chophouse,Thursday,4,49,1220.0,Future Weeks,Last Week,Orange,1.0
6476,Paternoster Chophouse,Thursday,4,50,1799.0,Future Weeks,This Week,Red,1.0
6478,Avenue,Thursday,4,49,127.0,Future Weeks,Last Week,Orange,1.0
6479,Avenue,Thursday,4,50,193.0,Future Weeks,This Week,Red,1.0
6480,East 59th,Thursday,4,50,232.0,Future Weeks,This Week,Red,1.0
6481,East 59th,Thursday,4,49,81.0,Future Weeks,Last Week,Orange,1.0
6482,East 59th,Thursday,4,46,35.0,Future Weeks,4 Weeks Ago,Blue,0.4
6484,Bluebird White City,Thursday,4,49,37.0,Future Weeks,Last Week,Orange,1.0
6485,Sartoria,Thursday,4,46,8.0,Future Weeks,4 Weeks Ago,Blue,0.4
6486,Madison Restaurant,Thursday,4,50,10.0,Future Weeks,This Week,Red,1.0
6487,Madison Restaurant,Thursday,4,47,2.0,Future Weeks,3 Weeks Ago,Blue,0.6
6488,Bluebird White City,Thursday,4,48,5.0,Future Weeks,2 Weeks Ago,Blue,0.8
6489,Bluebird White City,Thursday,4,47,6.0,Future Weeks,3 Weeks Ago,Blue,0.6
6490,Bluebird White City,Thursday,4,46,10.0,Future Weeks,4 Weeks Ago,Blue,0.4
6492,Cantina del Ponte,Thursday,4,50,385.0,Future Weeks,This Week,Red,1.0
6494,20 Stories,Thursday,4,49,992.0,Future Weeks,Last Week,Orange,1.0
6496,Angelica,Thursday,4,49,84.0,Future Weeks,Last Week,Orange,1.0
6497,Sartoria,Thursday,4,49,43.0,Future Weeks,Last Week,Orange,1.0
6498,Blueprint Cafe,Thursday,4,49,100.0,Future Weeks,Last Week,Orange,1.0
6499,Pont de la Tour,Thursday,4,50,277.0,Future Weeks,This Week,Red,1.0
6500,New Street Grill,Thursday,4,50,799.0,Future Weeks,This Week,Red,1.0
6501,Pont de la Tour,Thursday,4,49,87.0,Future Weeks,Last Week,Orange,1.0
6503,New Street Grill,Thursday,4,49,359.0,Future Weeks,Last Week,Orange,1.0
6504,New Street Grill,Thursday,4,47,8.0,Future Weeks,3 Weeks Ago,Blue,0.6
6505,New Street Grill,Thursday,4,46,150.0,Future Weeks,4 Weeks Ago,Blue,0.4
6508,Coq d’Argent,Thursday,4,46,308.0,Future Weeks,4 Weeks Ago,Blue,0.4
6509,Coq d’Argent,Thursday,4,47,155.0,Future Weeks,3 Weeks Ago,Blue,0.6
6510,Coq d’Argent,Thursday,4,48,77.0,Future Weeks,2 Weeks Ago,Blue,0.8
6511,100 Wardour St Lounge Bar,Thursday,4,50,29.0,Future Weeks,This Week,Red,1.0
6512,100 Wardour St Lounge Bar,Thursday,4,49,29.0,Future Weeks,Last Week,Orange,1.0
6513,100 Wardour St Lounge Bar,Thursday,4,46,24.0,Future Weeks,4 Weeks Ago,Blue,0.4
6515,Coq d’Argent,Thursday,4,49,846.0,Future Weeks,Last Week,Orange,1.0
6516,Coq d’Argent,Thursday,4,50,1661.0,Future Weeks,This Week,Red,1.0
6517,Sartoria,Thursday,4,48,6.0,Future Weeks,2 Weeks Ago,Blue,0.8
6518,Quaglino's Restaurant,Friday,3,50,161.0,Future Weeks,This Week,Red,1.0
6520,Quaglino's Restaurant,Friday,3,48,10.0,Future Weeks,2 Weeks Ago,Blue,0.8
6521,Quaglino's Restaurant,Friday,3,47,20.0,Future Weeks,3 Weeks Ago,Blue,0.6
6522,Radici,Friday,3,50,225.0,Future Weeks,This Week,Red,1.0
6525,Radici,Friday,3,47,4.0,Future Weeks,3 Weeks Ago,Blue,0.6
6527,Sartoria,Friday,3,46,8.0,Future Weeks,4 Weeks Ago,Blue,0.4
6528,Sartoria,Friday,3,47,10.0,Future Weeks,3 Weeks Ago,Blue,0.6
6529,Sartoria,Friday,3,48,6.0,Future Weeks,2 Weeks Ago,Blue,0.8
6530,Sartoria,Friday,3,50,132.0,Future Weeks,This Week,Red,1.0
6532,Quaglino's,Friday,3,50,675.0,Future Weeks,This Week,Red,1.0
6533,Quaglino's,Friday,3,48,35.0,Future Weeks,2 Weeks Ago,Blue,0.8
6537,Quaglino's Restaurant,Friday,3,46,18.0,Future Weeks,4 Weeks Ago,Blue,0.4
6539,Fish Market,Friday,3,50,2437.0,Future Weeks,This Week,Red,1.0
6542,New Street Grill,Friday,3,46,150.0,Future Weeks,4 Weeks Ago,Blue,0.4
6543,New Street Grill,Friday,3,47,8.0,Future Weeks,3 Weeks Ago,Blue,0.6
6544,New Street Grill,Friday,3,50,870.0,Future Weeks,This Week,Red,1.0
6545,100 Wardour St Lounge Bar,Friday,3,50,33.0,Future Weeks,This Week,Red,1.0
6546,100 Wardour St Lounge Bar,Friday,3,46,24.0,Future Weeks,4 Weeks Ago,Blue,0.4
6550,Coq d’Argent,Friday,3,50,1622.0,Future Weeks,This Week,Red,1.0
6551,Coq d’Argent,Friday,3,48,77.0,Future Weeks,2 Weeks Ago,Blue,0.8
6552,Coq d’Argent,Friday,3,47,155.0,Future Weeks,3 Weeks Ago,Blue,0.6
6553,Coq d’Argent,Friday,3,46,292.0,Future Weeks,4 Weeks Ago,Blue,0.4
6558,New Street Wine Shop,Friday,3,50,355.0,Future Weeks,This Week,Red,1.0
6559,Cantina del Ponte,Friday,3,50,390.0,Future Weeks,This Week,Red,1.0
6564,Butlers Wharf Chophouse Restaurant,Friday,3,50,568.0,Future Weeks,This Week,Red,1.0
6567,Angler Restaurant,Friday,3,50,293.0,Future Weeks,This Week,Red,1.0
6568,Old Bengal Bar,Friday,3,47,6.0,Future Weeks,3 Weeks Ago,Blue,0.6
6569,Old Bengal Bar,Friday,3,50,183.0,Future Weeks,This Week,Red,1.0
6570,100 Wardour St Club Bar,Friday,3,50,76.0,Future Weeks,This Week,Red,1.0
6574,Launceston Place,Friday,3,46,241.0,Future Weeks,4 Weeks Ago,Blue,0.4
6576,14 Hills,Friday,3,47,2.0,Future Weeks,3 Weeks Ago,Blue,0.6
6578,Issho Restaurant,Friday,3,50,101.0,Future Weeks,This Week,Red,1.0
6580,14 Hills,Friday,3,50,1150.0,Future Weeks,This Week,Red,1.0
6581,Issho,Friday,3,50,792.0,Future Weeks,This Week,Red,1.0
6582,Issho,Friday,3,48,0.0,Future Weeks,2 Weeks Ago,Blue,0.8
6585,German Gymnasium,Friday,3,50,172.0,Future Weeks,This Week,Red,1.0
6589,Launceston Place,Friday,3,50,1194.0,Future Weeks,This Week,Red,1.0
6590,Crafthouse,Friday,3,50,60.0,Future Weeks,This Week,Red,1.0
6592,Fish Market,Friday,3,46,127.0,Future Weeks,4 Weeks Ago,Blue,0.4
6598,Madison Restaurant,Friday,3,47,2.0,Future Weeks,3 Weeks Ago,Blue,0.6
6599,Madison Restaurant,Friday,3,50,10.0,Future Weeks,This Week,Red,1.0
6601,East 59th,Friday,3,50,268.0,Future Weeks,This Week,Red,1.0
6602,East 59th,Friday,3,46,35.0,Future Weeks,4 Weeks Ago,Blue,0.4
