,Restaurant,As Of Day,Days Before Week Commencing,Reservation Week,Covers,Table,Week,Color,Alpha
5273,Blueprint Cafe,Saturday,9,49,100.0,Future Weeks,Last Week,Orange,1.0
5275,Aster,Saturday,9,47,13.0,Future Weeks,3 Weeks Ago,Blue,0.6
5276,Aster,Saturday,9,48,12.0,Future Weeks,2 Weeks Ago,Blue,0.8
5277,Aster,Saturday,9,49,50.0,Future Weeks,Last Week,Orange,1.0
5278,Aster,Saturday,9,50,95.0,Future Weeks,This Week,Red,1.0
5279,Aster,Saturday,9,51,122.0,Future Weeks,Next Week,Purple,1.0
5280,Avenue,Saturday,9,51,106.0,Future Weeks,Next Week,Purple,1.0
5281,Avenue,Saturday,9,50,134.0,Future Weeks,This Week,Red,1.0
5283,New Street Grill,Saturday,9,47,83.0,Future Weeks,3 Weeks Ago,Blue,0.6
5284,New Street Grill,Saturday,9,49,214.0,Future Weeks,Last Week,Orange,1.0
5285,New Street Grill,Saturday,9,50,514.0,Future Weeks,This Week,Red,1.0
5286,New Street Grill,Saturday,9,51,641.0,Future Weeks,Next Week,Purple,1.0
5287,Avenue,Saturday,9,49,96.0,Future Weeks,Last Week,Orange,1.0
5288,Issho Restaurant,Saturday,9,50,31.0,Future Weeks,This Week,Red,1.0
5289,Pont de la Tour,Saturday,9,50,156.0,Future Weeks,This Week,Red,1.0
5290,Plateau,Saturday,9,48,12.0,Future Weeks,2 Weeks Ago,Blue,0.8
5291,Bluebird Chelsea Restaurant,Saturday,9,51,720.0,Future Weeks,Next Week,Purple,1.0
5292,Bluebird Chelsea Restaurant,Saturday,9,50,647.0,Future Weeks,This Week,Red,1.0
5293,Sartoria,Saturday,9,48,6.0,Future Weeks,2 Weeks Ago,Blue,0.8
5294,Sartoria,Saturday,9,51,49.0,Future Weeks,Next Week,Purple,1.0
5295,German Gymnasium,Saturday,9,51,415.0,Future Weeks,Next Week,Purple,1.0
5296,Bluebird Chelsea Restaurant,Saturday,9,47,110.0,Future Weeks,3 Weeks Ago,Blue,0.6
5297,14 Hills,Saturday,9,49,445.0,Future Weeks,Last Week,Orange,1.0
5298,14 Hills,Saturday,9,50,779.0,Future Weeks,This Week,Red,1.0
5301,Cantina del Ponte,Saturday,9,49,57.0,Future Weeks,Last Week,Orange,1.0
5302,Bluebird Chelsea Private Dining,Saturday,9,51,42.0,Future Weeks,Next Week,Purple,1.0
5303,Plateau,Saturday,9,49,163.0,Future Weeks,Last Week,Orange,1.0
5304,Issho,Saturday,9,51,714.0,Future Weeks,Next Week,Purple,1.0
5305,Bluebird Chelsea Private Dining,Saturday,9,50,64.0,Future Weeks,This Week,Red,1.0
5306,Sartoria,Saturday,9,49,19.0,Future Weeks,Last Week,Orange,1.0
5308,Bluebird Chelsea Private Dining,Saturday,9,49,12.0,Future Weeks,Last Week,Orange,1.0
5310,Bluebird Chelsea Private Dining,Saturday,9,47,65.0,Future Weeks,3 Weeks Ago,Blue,0.6
5311,German Gymnasium,Saturday,9,50,125.0,Future Weeks,This Week,Red,1.0
5312,German Gymnasium,Saturday,9,49,325.0,Future Weeks,Last Week,Orange,1.0
5313,100 Wardour St Lounge Bar,Saturday,9,51,36.0,Future Weeks,Next Week,Purple,1.0
5314,Bluebird Chelsea Restaurant,Saturday,9,49,371.0,Future Weeks,Last Week,Orange,1.0
5316,Issho,Saturday,9,50,553.0,Future Weeks,This Week,Red,1.0
5318,14 Hills,Saturday,9,47,2.0,Future Weeks,3 Weeks Ago,Blue,0.6
5319,Issho,Saturday,9,49,196.0,Future Weeks,Last Week,Orange,1.0
5320,Issho,Saturday,9,48,0.0,Future Weeks,2 Weeks Ago,Blue,0.8
5321,100 Wardour St Lounge Bar,Saturday,9,50,25.0,Future Weeks,This Week,Red,1.0
5322,100 Wardour St Lounge Bar,Saturday,9,49,28.0,Future Weeks,Last Week,Orange,1.0
5323,Plateau,Saturday,9,50,472.0,Future Weeks,This Week,Red,1.0
5324,100 Wardour St Lounge Bar,Saturday,9,47,51.0,Future Weeks,3 Weeks Ago,Blue,0.6
5327,Cantina del Ponte,Saturday,9,50,209.0,Future Weeks,This Week,Red,1.0
5328,Cantina del Ponte,Saturday,9,51,220.0,Future Weeks,Next Week,Purple,1.0
5329,14 Hills,Saturday,9,51,1070.0,Future Weeks,Next Week,Purple,1.0
5330,Plateau,Saturday,9,51,353.0,Future Weeks,Next Week,Purple,1.0
5331,20 Stories,Sunday,8,51,966.0,Future Weeks,Next Week,Purple,1.0
5332,Madison Restaurant,Sunday,8,51,10.0,Future Weeks,Next Week,Purple,1.0
5334,Pont de la Tour,Sunday,8,51,199.0,Future Weeks,Next Week,Purple,1.0
5336,Orrery,Sunday,8,46,29.0,Future Weeks,4 Weeks Ago,Blue,0.4
5337,Pont de la Tour,Sunday,8,50,167.0,Future Weeks,This Week,Red,1.0
5340,Pont de la Tour,Sunday,8,49,56.0,Future Weeks,Last Week,Orange,1.0
5342,Madison Restaurant,Sunday,8,47,2.0,Future Weeks,3 Weeks Ago,Blue,0.6
5343,Orrery,Sunday,8,50,84.0,Future Weeks,This Week,Red,1.0
5344,20 Stories,Sunday,8,49,807.0,Future Weeks,Last Week,Orange,1.0
5345,Plateau,Sunday,8,50,472.0,Future Weeks,This Week,Red,1.0
5347,Bluebird Chelsea Restaurant,Sunday,8,46,162.0,Future Weeks,4 Weeks Ago,Blue,0.4
5349,Sartoria,Sunday,8,47,10.0,Future Weeks,3 Weeks Ago,Blue,0.6
5351,German Gymnasium,Sunday,8,46,183.0,Future Weeks,4 Weeks Ago,Blue,0.4
5352,German Gymnasium,Sunday,8,49,339.0,Future Weeks,Last Week,Orange,1.0
5353,Plateau,Sunday,8,46,65.0,Future Weeks,4 Weeks Ago,Blue,0.4
5354,Plateau,Sunday,8,48,12.0,Future Weeks,2 Weeks Ago,Blue,0.8
5355,Sartoria,Sunday,8,46,24.0,Future Weeks,4 Weeks Ago,Blue,0.4
5356,100 Wardour St Club Bar,Sunday,8,50,76.0,Future Weeks,This Week,Red,1.0
5357,100 Wardour St Club Bar,Sunday,8,49,6.0,Future Weeks,Last Week,Orange,1.0
5359,Plateau,Sunday,8,49,165.0,Future Weeks,Last Week,Orange,1.0
5360,Plateau,Sunday,8,51,368.0,Future Weeks,Next Week,Purple,1.0
5361,20 Stories,Sunday,8,46,607.0,Future Weeks,4 Weeks Ago,Blue,0.4
5362,Cantina del Ponte,Sunday,8,46,102.0,Future Weeks,4 Weeks Ago,Blue,0.4
5364,Quaglino's Restaurant,Sunday,8,51,60.0,Future Weeks,Next Week,Purple,1.0
5365,Quaglino's Restaurant,Sunday,8,50,91.0,Future Weeks,This Week,Red,1.0
5366,Quaglino's Restaurant,Sunday,8,49,38.0,Future Weeks,Last Week,Orange,1.0
5367,Quaglino's Restaurant,Sunday,8,48,10.0,Future Weeks,2 Weeks Ago,Blue,0.8
5368,Quaglino's Restaurant,Sunday,8,47,20.0,Future Weeks,3 Weeks Ago,Blue,0.6
5369,Quaglino's Restaurant,Sunday,8,46,21.0,Future Weeks,4 Weeks Ago,Blue,0.4
5370,Orrery,Sunday,8,51,65.0,Future Weeks,Next Week,Purple,1.0
5371,Aster,Sunday,8,51,133.0,Future Weeks,Next Week,Purple,1.0
5372,Orrery,Sunday,8,49,25.0,Future Weeks,Last Week,Orange,1.0
5374,Orrery,Sunday,8,48,4.0,Future Weeks,2 Weeks Ago,Blue,0.8
5380,Blueprint Cafe,Sunday,8,49,100.0,Future Weeks,Last Week,Orange,1.0
5381,Old Bengal Bar,Sunday,8,49,77.0,Future Weeks,Last Week,Orange,1.0
5383,Bluebird Chelsea Private Dining,Sunday,8,47,65.0,Future Weeks,3 Weeks Ago,Blue,0.6
5384,Old Bengal Bar,Sunday,8,50,106.0,Future Weeks,This Week,Red,1.0
5385,East 59th,Sunday,8,51,118.0,Future Weeks,Next Week,Purple,1.0
5386,East 59th,Sunday,8,50,125.0,Future Weeks,This Week,Red,1.0
5387,East 59th,Sunday,8,49,43.0,Future Weeks,Last Week,Orange,1.0
5388,Old Bengal Bar,Sunday,8,51,123.0,Future Weeks,Next Week,Purple,1.0
5389,Aster,Sunday,8,47,13.0,Future Weeks,3 Weeks Ago,Blue,0.6
5390,Bluebird Chelsea Private Dining,Sunday,8,49,12.0,Future Weeks,Last Week,Orange,1.0
5391,Avenue,Sunday,8,51,130.0,Future Weeks,Next Week,Purple,1.0
5392,Avenue,Sunday,8,50,140.0,Future Weeks,This Week,Red,1.0
5393,East 59th,Sunday,8,47,27.0,Future Weeks,3 Weeks Ago,Blue,0.6
5394,East 59th,Sunday,8,46,46.0,Future Weeks,4 Weeks Ago,Blue,0.4
5395,Avenue,Sunday,8,49,92.0,Future Weeks,Last Week,Orange,1.0
5396,Avenue,Sunday,8,46,53.0,Future Weeks,4 Weeks Ago,Blue,0.4
5399,Aster,Sunday,8,46,49.0,Future Weeks,4 Weeks Ago,Blue,0.4
5404,Bluebird Chelsea Private Dining,Sunday,8,50,64.0,Future Weeks,This Week,Red,1.0
5405,Bluebird Chelsea Private Dining,Sunday,8,51,42.0,Future Weeks,Next Week,Purple,1.0
5406,Sartoria,Sunday,8,48,6.0,Future Weeks,2 Weeks Ago,Blue,0.8
5407,Issho,Sunday,8,51,742.0,Future Weeks,Next Week,Purple,1.0
5408,Issho,Sunday,8,50,592.0,Future Weeks,This Week,Red,1.0
5409,Old Bengal Bar,Sunday,8,47,6.0,Future Weeks,3 Weeks Ago,Blue,0.6
5410,Old Bengal Bar,Sunday,8,46,19.0,Future Weeks,4 Weeks Ago,Blue,0.4
5411,14 Hills,Sunday,8,51,1101.0,Future Weeks,Next Week,Purple,1.0
5412,Aster,Sunday,8,50,97.0,Future Weeks,This Week,Red,1.0
5413,Coq d’Argent,Sunday,8,46,585.0,Future Weeks,4 Weeks Ago,Blue,0.4
5419,100 Wardour St,Sunday,8,46,416.0,Future Weeks,4 Weeks Ago,Blue,0.4
5420,100 Wardour St,Sunday,8,47,313.0,Future Weeks,3 Weeks Ago,Blue,0.6
5421,100 Wardour St,Sunday,8,49,564.0,Future Weeks,Last Week,Orange,1.0
5422,100 Wardour St,Sunday,8,50,932.0,Future Weeks,This Week,Red,1.0
5423,100 Wardour St,Sunday,8,51,974.0,Future Weeks,Next Week,Purple,1.0
5425,Issho,Sunday,8,46,205.0,Future Weeks,4 Weeks Ago,Blue,0.4
5426,New Street Grill,Sunday,8,51,686.0,Future Weeks,Next Week,Purple,1.0
5427,Aster,Sunday,8,48,12.0,Future Weeks,2 Weeks Ago,Blue,0.8
5428,New Street Grill,Sunday,8,50,535.0,Future Weeks,This Week,Red,1.0
5429,Coq d’Argent,Sunday,8,47,155.0,Future Weeks,3 Weeks Ago,Blue,0.6
5430,Coq d’Argent,Sunday,8,48,77.0,Future Weeks,2 Weeks Ago,Blue,0.8
5431,Coq d’Argent,Sunday,8,49,566.0,Future Weeks,Last Week,Orange,1.0
5432,Coq d’Argent,Sunday,8,50,1264.0,Future Weeks,This Week,Red,1.0
5433,Coq d’Argent,Sunday,8,51,1738.0,Future Weeks,Next Week,Purple,1.0
5434,14 Hills,Sunday,8,50,801.0,Future Weeks,This Week,Red,1.0
5435,New Street Grill,Sunday,8,49,218.0,Future Weeks,Last Week,Orange,1.0
5436,New Street Grill,Sunday,8,47,83.0,Future Weeks,3 Weeks Ago,Blue,0.6
5437,New Street Grill,Sunday,8,46,183.0,Future Weeks,4 Weeks Ago,Blue,0.4
5440,Aster,Sunday,8,49,50.0,Future Weeks,Last Week,Orange,1.0
5442,Issho,Sunday,8,49,206.0,Future Weeks,Last Week,Orange,1.0
5443,Quaglino's,Sunday,8,49,220.0,Future Weeks,Last Week,Orange,1.0
5444,Paternoster Chophouse,Sunday,8,46,580.0,Future Weeks,4 Weeks Ago,Blue,0.4
5447,Angler Restaurant,Sunday,8,46,114.0,Future Weeks,4 Weeks Ago,Blue,0.4
5448,Angler Restaurant,Sunday,8,49,76.0,Future Weeks,Last Week,Orange,1.0
5449,Angler Restaurant,Sunday,8,50,160.0,Future Weeks,This Week,Red,1.0
5450,Angler Restaurant,Sunday,8,51,199.0,Future Weeks,Next Week,Purple,1.0
5451,Issho Restaurant,Sunday,8,49,26.0,Future Weeks,Last Week,Orange,1.0
5452,Issho Restaurant,Sunday,8,46,6.0,Future Weeks,4 Weeks Ago,Blue,0.4
5453,Paternoster Chophouse,Sunday,8,51,1814.0,Future Weeks,Next Week,Purple,1.0
5454,Paternoster Chophouse,Sunday,8,50,1654.0,Future Weeks,This Week,Red,1.0
5455,Paternoster Chophouse,Sunday,8,49,1010.0,Future Weeks,Last Week,Orange,1.0
5458,Quaglino's,Sunday,8,51,545.0,Future Weeks,Next Week,Purple,1.0
5459,Quaglino's,Sunday,8,50,446.0,Future Weeks,This Week,Red,1.0
5460,German Gymnasium,Sunday,8,50,134.0,Future Weeks,This Week,Red,1.0
5461,Quaglino's,Sunday,8,48,35.0,Future Weeks,2 Weeks Ago,Blue,0.8
5462,Quaglino's,Sunday,8,46,191.0,Future Weeks,4 Weeks Ago,Blue,0.4
5464,Butlers Wharf Chophouse Restaurant,Sunday,8,46,98.0,Future Weeks,4 Weeks Ago,Blue,0.4
5465,Butlers Wharf Chophouse Restaurant,Sunday,8,49,195.0,Future Weeks,Last Week,Orange,1.0
5466,Butlers Wharf Chophouse Restaurant,Sunday,8,50,314.0,Future Weeks,This Week,Red,1.0
5468,Butlers Wharf Chophouse Restaurant,Sunday,8,51,346.0,Future Weeks,Next Week,Purple,1.0
5471,Bluebird Chelsea Cafe,Sunday,8,50,42.0,Future Weeks,This Week,Red,1.0
5472,New Street Wine Shop,Sunday,8,50,239.0,Future Weeks,This Week,Red,1.0
5473,100 Wardour St Lounge Bar,Sunday,8,46,24.0,Future Weeks,4 Weeks Ago,Blue,0.4
5474,100 Wardour St Lounge Bar,Sunday,8,47,51.0,Future Weeks,3 Weeks Ago,Blue,0.6
5475,Bluebird White City,Sunday,8,47,6.0,Future Weeks,3 Weeks Ago,Blue,0.6
5476,Issho Restaurant,Sunday,8,51,31.0,Future Weeks,Next Week,Purple,1.0
5477,Issho Restaurant,Sunday,8,50,35.0,Future Weeks,This Week,Red,1.0
5478,Bluebird White City,Sunday,8,46,110.0,Future Weeks,4 Weeks Ago,Blue,0.4
5481,New Street Wine Shop,Sunday,8,49,148.0,Future Weeks,Last Week,Orange,1.0
5484,New Street Wine Shop,Sunday,8,51,309.0,Future Weeks,Next Week,Purple,1.0
5486,Sartoria,Sunday,8,49,23.0,Future Weeks,Last Week,Orange,1.0
5487,Sartoria,Sunday,8,50,79.0,Future Weeks,This Week,Red,1.0
5488,Sartoria,Sunday,8,51,49.0,Future Weeks,Next Week,Purple,1.0
5489,Crafthouse,Sunday,8,51,35.0,Future Weeks,Next Week,Purple,1.0
5490,Crafthouse,Sunday,8,50,28.0,Future Weeks,This Week,Red,1.0
5491,Fish Market,Sunday,8,51,1801.0,Future Weeks,Next Week,Purple,1.0
5492,Crafthouse,Sunday,8,49,12.0,Future Weeks,Last Week,Orange,1.0
5493,Crafthouse,Sunday,8,46,10.0,Future Weeks,4 Weeks Ago,Blue,0.4
5494,Fish Market,Sunday,8,50,1167.0,Future Weeks,This Week,Red,1.0
5495,Fish Market,Sunday,8,49,413.0,Future Weeks,Last Week,Orange,1.0
5496,Fish Market,Sunday,8,46,331.0,Future Weeks,4 Weeks Ago,Blue,0.4
5497,Bluebird Chelsea Cafe,Sunday,8,51,47.0,Future Weeks,Next Week,Purple,1.0
5498,Bluebird Chelsea Cafe,Sunday,8,46,15.0,Future Weeks,4 Weeks Ago,Blue,0.4
5502,Bluebird White City,Sunday,8,48,5.0,Future Weeks,2 Weeks Ago,Blue,0.8
5503,Bluebird White City,Sunday,8,49,14.0,Future Weeks,Last Week,Orange,1.0
5504,Bluebird White City,Sunday,8,50,32.0,Future Weeks,This Week,Red,1.0
5506,Radici,Sunday,8,46,58.0,Future Weeks,4 Weeks Ago,Blue,0.4
5510,Bluebird White City,Sunday,8,51,33.0,Future Weeks,Next Week,Purple,1.0
5511,Radici,Sunday,8,51,86.0,Future Weeks,Next Week,Purple,1.0
5512,100 Wardour St Lounge Bar,Sunday,8,51,36.0,Future Weeks,Next Week,Purple,1.0
5513,Radici,Sunday,8,50,128.0,Future Weeks,This Week,Red,1.0
5514,Radici,Sunday,8,49,47.0,Future Weeks,Last Week,Orange,1.0
5515,Radici,Sunday,8,47,4.0,Future Weeks,3 Weeks Ago,Blue,0.6
5517,Issho,Sunday,8,48,0.0,Future Weeks,2 Weeks Ago,Blue,0.8
5518,14 Hills,Sunday,8,46,428.0,Future Weeks,4 Weeks Ago,Blue,0.4
5519,14 Hills,Sunday,8,47,2.0,Future Weeks,3 Weeks Ago,Blue,0.6
5520,14 Hills,Sunday,8,49,460.0,Future Weeks,Last Week,Orange,1.0
5522,German Gymnasium,Sunday,8,51,429.0,Future Weeks,Next Week,Purple,1.0
5525,Launceston Place,Sunday,8,51,980.0,Future Weeks,Next Week,Purple,1.0
5526,Bluebird Chelsea Restaurant,Sunday,8,50,710.0,Future Weeks,This Week,Red,1.0
5527,Cantina del Ponte,Sunday,8,51,232.0,Future Weeks,Next Week,Purple,1.0
5532,Cantina del Ponte,Sunday,8,50,229.0,Future Weeks,This Week,Red,1.0
5533,Cantina del Ponte,Sunday,8,49,57.0,Future Weeks,Last Week,Orange,1.0
5536,Launceston Place,Sunday,8,50,794.0,Future Weeks,This Week,Red,1.0
5537,Bluebird Chelsea Restaurant,Sunday,8,51,784.0,Future Weeks,Next Week,Purple,1.0
5538,Bluebird Chelsea Restaurant,Sunday,8,49,389.0,Future Weeks,Last Week,Orange,1.0
5539,Bluebird Chelsea Restaurant,Sunday,8,47,107.0,Future Weeks,3 Weeks Ago,Blue,0.6
5540,Angelica,Sunday,8,46,113.0,Future Weeks,4 Weeks Ago,Blue,0.4
5541,100 Wardour St Lounge Bar,Sunday,8,49,30.0,Future Weeks,Last Week,Orange,1.0
5542,100 Wardour St Lounge Bar,Sunday,8,50,25.0,Future Weeks,This Week,Red,1.0
5543,Angelica,Sunday,8,49,67.0,Future Weeks,Last Week,Orange,1.0
5544,Angelica,Sunday,8,51,95.0,Future Weeks,Next Week,Purple,1.0
5547,Launceston Place,Sunday,8,46,334.0,Future Weeks,4 Weeks Ago,Blue,0.4
5548,Launceston Place,Sunday,8,49,376.0,Future Weeks,Last Week,Orange,1.0
5550,New Street Wine Shop,Monday,7,51,319.0,Future Weeks,Next Week,Purple,1.0
5551,New Street Wine Shop,Monday,7,50,249.0,Future Weeks,This Week,Red,1.0
5552,New Street Wine Shop,Monday,7,49,153.0,Future Weeks,Last Week,Orange,1.0
5554,Bluebird Chelsea Restaurant,Monday,7,49,412.0,Future Weeks,Last Week,Orange,1.0
5556,100 Wardour St Lounge Bar,Monday,7,50,25.0,Future Weeks,This Week,Red,1.0
5557,Old Bengal Bar,Monday,7,51,134.0,Future Weeks,Next Week,Purple,1.0
5558,Bluebird Chelsea Restaurant,Monday,7,47,107.0,Future Weeks,3 Weeks Ago,Blue,0.6
5559,Cantina del Ponte,Monday,7,51,241.0,Future Weeks,Next Week,Purple,1.0
5560,Old Bengal Bar,Monday,7,50,113.0,Future Weeks,This Week,Red,1.0
5561,Old Bengal Bar,Monday,7,49,83.0,Future Weeks,Last Week,Orange,1.0
5562,Old Bengal Bar,Monday,7,46,8.0,Future Weeks,4 Weeks Ago,Blue,0.4
5563,Cantina del Ponte,Monday,7,50,251.0,Future Weeks,This Week,Red,1.0
5566,Crafthouse,Monday,7,46,10.0,Future Weeks,4 Weeks Ago,Blue,0.4
5567,Crafthouse,Monday,7,49,12.0,Future Weeks,Last Week,Orange,1.0
5568,Crafthouse,Monday,7,50,28.0,Future Weeks,This Week,Red,1.0
5569,Crafthouse,Monday,7,51,37.0,Future Weeks,Next Week,Purple,1.0
5570,Cantina del Ponte,Monday,7,49,61.0,Future Weeks,Last Week,Orange,1.0
5571,Cantina del Ponte,Monday,7,46,69.0,Future Weeks,4 Weeks Ago,Blue,0.4
5574,Old Bengal Bar,Monday,7,47,6.0,Future Weeks,3 Weeks Ago,Blue,0.6
5575,Angler Restaurant,Monday,7,49,80.0,Future Weeks,Last Week,Orange,1.0
5576,Bluebird Chelsea Restaurant,Monday,7,46,158.0,Future Weeks,4 Weeks Ago,Blue,0.4
5578,Plateau,Monday,7,49,175.0,Future Weeks,Last Week,Orange,1.0
5579,Plateau,Monday,7,50,471.0,Future Weeks,This Week,Red,1.0
5580,Plateau,Monday,7,51,390.0,Future Weeks,Next Week,Purple,1.0
5583,Angler Restaurant,Monday,7,46,108.0,Future Weeks,4 Weeks Ago,Blue,0.4
5586,Sartoria,Monday,7,49,21.0,Future Weeks,Last Week,Orange,1.0
5587,Sartoria,Monday,7,50,85.0,Future Weeks,This Week,Red,1.0
5588,Sartoria,Monday,7,51,49.0,Future Weeks,Next Week,Purple,1.0
5590,Pont de la Tour,Monday,7,50,177.0,Future Weeks,This Week,Red,1.0
5591,Pont de la Tour,Monday,7,49,56.0,Future Weeks,Last Week,Orange,1.0
5594,Paternoster Chophouse,Monday,7,51,1836.0,Future Weeks,Next Week,Purple,1.0
5595,Paternoster Chophouse,Monday,7,50,1672.0,Future Weeks,This Week,Red,1.0
5596,Paternoster Chophouse,Monday,7,49,1050.0,Future Weeks,Last Week,Orange,1.0
5597,Plateau,Monday,7,48,12.0,Future Weeks,2 Weeks Ago,Blue,0.8
5598,Sartoria,Monday,7,46,14.0,Future Weeks,4 Weeks Ago,Blue,0.4
5599,Sartoria,Monday,7,47,10.0,Future Weeks,3 Weeks Ago,Blue,0.6
5600,14 Hills,Monday,7,46,389.0,Future Weeks,4 Weeks Ago,Blue,0.4
5601,Angler Restaurant,Monday,7,51,199.0,Future Weeks,Next Week,Purple,1.0
5602,Pont de la Tour,Monday,7,51,216.0,Future Weeks,Next Week,Purple,1.0
5605,14 Hills,Monday,7,51,1129.0,Future Weeks,Next Week,Purple,1.0
5606,14 Hills,Monday,7,50,827.0,Future Weeks,This Week,Red,1.0
5607,14 Hills,Monday,7,49,488.0,Future Weeks,Last Week,Orange,1.0
5608,14 Hills,Monday,7,47,2.0,Future Weeks,3 Weeks Ago,Blue,0.6
5610,Sartoria,Monday,7,48,6.0,Future Weeks,2 Weeks Ago,Blue,0.8
5611,100 Wardour St,Monday,7,46,368.0,Future Weeks,4 Weeks Ago,Blue,0.4
5612,100 Wardour St,Monday,7,47,313.0,Future Weeks,3 Weeks Ago,Blue,0.6
5613,100 Wardour St,Monday,7,49,591.0,Future Weeks,Last Week,Orange,1.0
5614,100 Wardour St,Monday,7,50,958.0,Future Weeks,This Week,Red,1.0
5615,100 Wardour St,Monday,7,51,1026.0,Future Weeks,Next Week,Purple,1.0
5618,Plateau,Monday,7,46,10.0,Future Weeks,4 Weeks Ago,Blue,0.4
5620,Bluebird Chelsea Restaurant,Monday,7,50,783.0,Future Weeks,This Week,Red,1.0
5623,Aster,Monday,7,47,13.0,Future Weeks,3 Weeks Ago,Blue,0.6
5624,Aster,Monday,7,48,12.0,Future Weeks,2 Weeks Ago,Blue,0.8
5625,Aster,Monday,7,49,55.0,Future Weeks,Last Week,Orange,1.0
5626,Aster,Monday,7,50,101.0,Future Weeks,This Week,Red,1.0
5627,Aster,Monday,7,51,137.0,Future Weeks,Next Week,Purple,1.0
5628,Orrery,Monday,7,51,75.0,Future Weeks,Next Week,Purple,1.0
5629,Orrery,Monday,7,50,87.0,Future Weeks,This Week,Red,1.0
5630,Orrery,Monday,7,49,29.0,Future Weeks,Last Week,Orange,1.0
5631,Orrery,Monday,7,48,4.0,Future Weeks,2 Weeks Ago,Blue,0.8
5632,Orrery,Monday,7,46,17.0,Future Weeks,4 Weeks Ago,Blue,0.4
5637,Blueprint Cafe,Monday,7,49,100.0,Future Weeks,Last Week,Orange,1.0
5638,100 Wardour St Lounge Bar,Monday,7,46,24.0,Future Weeks,4 Weeks Ago,Blue,0.4
5642,Aster,Monday,7,46,39.0,Future Weeks,4 Weeks Ago,Blue,0.4
5645,Butlers Wharf Chophouse Restaurant,Monday,7,50,326.0,Future Weeks,This Week,Red,1.0
5647,Coq d’Argent,Monday,7,46,557.0,Future Weeks,4 Weeks Ago,Blue,0.4
5648,Coq d’Argent,Monday,7,47,155.0,Future Weeks,3 Weeks Ago,Blue,0.6
5649,Coq d’Argent,Monday,7,48,77.0,Future Weeks,2 Weeks Ago,Blue,0.8
5650,Coq d’Argent,Monday,7,49,599.0,Future Weeks,Last Week,Orange,1.0
5651,Coq d’Argent,Monday,7,50,1315.0,Future Weeks,This Week,Red,1.0
5652,Coq d’Argent,Monday,7,51,1778.0,Future Weeks,Next Week,Purple,1.0
5653,Butlers Wharf Chophouse Restaurant,Monday,7,51,351.0,Future Weeks,Next Week,Purple,1.0
5654,Butlers Wharf Chophouse Restaurant,Monday,7,49,195.0,Future Weeks,Last Week,Orange,1.0
5655,Angler Restaurant,Monday,7,50,159.0,Future Weeks,This Week,Red,1.0
5656,Butlers Wharf Chophouse Restaurant,Monday,7,46,92.0,Future Weeks,4 Weeks Ago,Blue,0.4
5659,Angelica,Monday,7,51,95.0,Future Weeks,Next Week,Purple,1.0
5660,Angelica,Monday,7,49,69.0,Future Weeks,Last Week,Orange,1.0
5661,Angelica,Monday,7,46,113.0,Future Weeks,4 Weeks Ago,Blue,0.4
5662,100 Wardour St Lounge Bar,Monday,7,49,30.0,Future Weeks,Last Week,Orange,1.0
5663,100 Wardour St Lounge Bar,Monday,7,47,51.0,Future Weeks,3 Weeks Ago,Blue,0.6
5666,Bluebird White City,Monday,7,46,110.0,Future Weeks,4 Weeks Ago,Blue,0.4
5668,Issho,Monday,7,49,214.0,Future Weeks,Last Week,Orange,1.0
5670,Radici,Monday,7,51,82.0,Future Weeks,Next Week,Purple,1.0
5671,Avenue,Monday,7,51,134.0,Future Weeks,Next Week,Purple,1.0
5672,Avenue,Monday,7,50,136.0,Future Weeks,This Week,Red,1.0
5673,Avenue,Monday,7,49,97.0,Future Weeks,Last Week,Orange,1.0
5674,Avenue,Monday,7,46,34.0,Future Weeks,4 Weeks Ago,Blue,0.4
5675,New Street Grill,Monday,7,50,586.0,Future Weeks,This Week,Red,1.0
5676,New Street Grill,Monday,7,49,225.0,Future Weeks,Last Week,Orange,1.0
5677,New Street Grill,Monday,7,47,79.0,Future Weeks,3 Weeks Ago,Blue,0.6
5678,New Street Grill,Monday,7,46,178.0,Future Weeks,4 Weeks Ago,Blue,0.4
5683,German Gymnasium,Monday,7,46,171.0,Future Weeks,4 Weeks Ago,Blue,0.4
5684,100 Wardour St Club Bar,Monday,7,50,76.0,Future Weeks,This Week,Red,1.0
5685,100 Wardour St Club Bar,Monday,7,49,6.0,Future Weeks,Last Week,Orange,1.0
5687,East 59th,Monday,7,51,123.0,Future Weeks,Next Week,Purple,1.0
5688,Quaglino's,Monday,7,46,164.0,Future Weeks,4 Weeks Ago,Blue,0.4
5690,East 59th,Monday,7,50,130.0,Future Weeks,This Week,Red,1.0
5691,Quaglino's,Monday,7,48,35.0,Future Weeks,2 Weeks Ago,Blue,0.8
5694,Bluebird Chelsea Restaurant,Monday,7,51,843.0,Future Weeks,Next Week,Purple,1.0
5695,Issho Restaurant,Monday,7,51,34.0,Future Weeks,Next Week,Purple,1.0
5696,Radici,Monday,7,50,136.0,Future Weeks,This Week,Red,1.0
5698,Radici,Monday,7,47,4.0,Future Weeks,3 Weeks Ago,Blue,0.6
5699,German Gymnasium,Monday,7,49,380.0,Future Weeks,Last Week,Orange,1.0
5700,German Gymnasium,Monday,7,50,148.0,Future Weeks,This Week,Red,1.0
5701,German Gymnasium,Monday,7,51,439.0,Future Weeks,Next Week,Purple,1.0
